,PMID,Population
148310,20628263,middle aged
148312,20628263,young adult
148313,21346923,child
148316,21346923,female
148321,21346923,male
148333,22142572,adolescent
148334,22142572,adult
148335,22142572,aged
148336,22142572,"aged, 80 and over"
148339,22142572,female
148344,22142572,male
148345,22142572,middle aged
148349,22142572,young adult
148350,21910915,adolescent
148351,21910915,adult
148352,21910915,aged
148358,21910915,female
148362,21910915,male
148363,21910915,middle aged
148367,22024984,adolescent
148368,22024984,adult
148371,22024984,child
148372,22024984,"child, preschool"
148382,22024984,young adult
148383,21822754,adult
148390,21822754,male
148393,20359380,adolescent
148396,20359380,child
148398,20359380,female
148402,20359380,male
148410,20950253,adult
148412,20950253,female
148417,20950253,male
148418,20950253,middle aged
148431,21140692,adult
148432,21140692,aged
148433,21140692,"aged, 80 and over"
148434,21140692,female
148438,21140692,male
148440,21140692,middle aged
148448,20089015,adolescent
148449,20089015,adult
148450,20089015,aged
148451,20089015,"aged, 80 and over"
148456,20089015,female
148462,20089015,male
148463,20089015,middle aged
148466,19462424,female
148472,19462424,male
148476,20972735,adult
148479,20972735,female
148483,20972735,male
148484,20972735,middle aged
148490,20555009,adolescent
148491,20555009,adult
148492,20555009,aged
148493,20555009,"aged, 80 and over"
148496,20555009,female
148499,20555009,male
148500,20555009,middle aged
148509,20555009,young adult
148510,21162688,adult
148512,21162688,female
148518,21162688,"infant, newborn"
148519,21162688,male
148527,20392869,adolescent
148528,20392869,adult
148530,20392869,aged
148532,20392869,female
148536,20392869,male
148537,20392869,middle aged
148546,20392869,young adult
148547,21190446,adult
148548,21190446,aged
148549,21190446,"aged, 80 and over"
148551,21190446,female
148556,21190446,male
148557,21190446,middle aged
148560,21679493,adult
148563,21679493,female
148568,21679493,male
148569,21679493,middle aged
148586,21601475,adult
148589,21601475,female
148592,21601475,male
148593,21601475,middle aged
148598,20499749,adolescent
148599,20499749,adult
148600,20499749,aged
148601,20499749,"aged, 80 and over"
148604,20499749,child
148607,20499749,female
148611,20499749,male
148612,20499749,middle aged
148619,20499749,young adult
148626,20661208,adult
148627,20661208,"aged, 80 and over"
148628,20661208,female
148631,20661208,male
148637,20583542,adolescent
148639,20583542,child
148641,20583542,female
148647,20583542,male
148651,20583542,young adult
148653,20429635,adult
148654,20429635,aged
148657,20429635,female
148660,20429635,male
148661,20429635,middle aged
148668,21169642,child
148670,21169642,female
148675,21169642,male
148679,20154430,adolescent
148680,20154430,adult
148681,20154430,aged
148682,20154430,"aged, 80 and over"
148685,20154430,female
148691,20154430,male
148692,20154430,middle aged
148696,20154430,young adult
148697,20716473,adult
148700,20716473,female
148706,20716473,male
148712,19907353,adolescent
148713,19907353,adult
148714,19907353,aged
148715,19907353,"aged, 80 and over"
148716,19907353,female
148722,19907353,male
148723,19907353,middle aged
148728,21493587,adolescent
148729,21493587,adult
148730,21493587,aged
148731,21493587,"aged, 80 and over"
148734,21493587,child
148737,21493587,female
148741,21493587,male
148744,21493587,middle aged
148749,20369619,adult
148756,20369619,male
148759,20447896,adult
148763,20447896,female
148769,20447896,male
148770,20447896,middle aged
148789,20824978,adult
148790,20824978,aged
148791,20824978,"aged, 80 and over"
148794,20824978,female
148799,20824978,male
148800,20824978,middle aged
148805,20688624,adult
148810,20688624,female
148814,20688624,male
148815,20688624,middle aged
148827,20151763,aged
148837,20151763,female
148844,20151763,middle aged
148859,21361725,male
148860,21361725,middle aged
148864,22068555,adult
148865,22068555,aged
148866,22068555,"aged, 80 and over"
148870,22068555,female
148877,22068555,male
148879,22068555,middle aged
148889,22068555,young adult
148890,19944657,adult
148892,19944657,female
148895,19944657,male
148900,21985800,adult
148901,21985800,aged
148907,21985800,female
148914,21985800,male
148915,21985800,middle aged
148919,21985800,young adult
148920,20188007,child
148923,20188007,female
148928,20188007,male
148934,21971604,female
148940,21971604,male
148941,21971604,middle aged
148945,21714468,child
148951,20237164,adolescent
148952,20237164,adult
148953,20237164,aged
148954,20237164,"aged, 80 and over"
148957,20237164,female
148964,20237164,male
148966,20237164,middle aged
148972,20237164,young adult
148973,21803716,female
148976,21803716,middle aged
148995,21488177,adult
148996,21488177,aged
148997,21488177,"aged, 80 and over"
149001,21488177,female
149005,21488177,male
149006,21488177,middle aged
149017,21306792,adult
149018,21306792,aged
149021,21306792,female
149025,21306792,male
149026,21306792,middle aged
149037,21061094,adult
149038,21061094,aged
149041,21061094,female
149046,21061094,male
149047,21061094,middle aged
149053,21888022,adult
149059,21888022,female
149065,21888022,male
149066,21888022,middle aged
149075,20583327,adult
149078,20583327,female
149091,21471878,female
149096,21471878,middle aged
149100,21147721,child
149102,21147721,female
149107,21147721,male
149114,20960260,adult
149117,20960260,female
149121,20960260,male
149122,20960260,middle aged
149130,20886414,adult
149131,20886414,aged
149133,20886414,female
149137,20886414,male
149138,20886414,middle aged
149146,21104637,adult
149152,21104637,female
149165,21104637,young adult
149166,20660002,adult
149167,20660002,aged
149169,20660002,female
149174,20660002,male
149176,20660002,middle aged
149179,21191313,adult
149180,21191313,aged
149183,21191313,female
149188,21191313,male
149189,21191313,middle aged
149195,21191313,young adult
149202,20134379,"aged, 80 and over"
149207,20134379,female
149218,20881365,adult
149220,20881365,female
149227,20881365,"infant, newborn"
149228,20881365,male
149242,20536672,male
149243,20536672,middle aged
149245,20613619,adult
149247,20613619,female
149253,20150720,adult
149256,20150720,female
149267,20156922,adolescent
149268,20156922,adult
149271,20156922,aged
149272,20156922,"aged, 80 and over"
149274,20156922,child
149275,20156922,"child, preschool"
149276,20156922,female
149283,20156922,male
149284,20156922,middle aged
149294,20156922,young adult
149296,21274344,adolescent
149297,21274344,child
149300,21274344,female
149307,21274344,male
149313,21751166,female
149320,21751166,male
149321,21751166,middle aged
149327,20100762,adolescent
149328,20100762,female
149338,21544779,child
149340,21544779,female
149347,20629556,adult
149351,20629556,female
149357,20629556,male
149359,20629556,middle aged
149364,21499817,adult
149369,21499817,female
149374,21499817,male
149375,21499817,middle aged
149401,21531744,adult
149406,21531744,female
149418,21531744,young adult
149419,20656319,child
149421,20656319,female
149429,21320367,child
149433,21320367,female
149437,21320367,male
149440,19691107,adolescent
149441,19691107,adult
149442,19691107,aged
149443,19691107,"aged, 80 and over"
149449,19691107,female
149452,19691107,male
149453,19691107,middle aged
149461,19691107,young adult
149462,20733190,adult
149466,20733190,female
149478,22214680,female
149483,22214680,male
149497,20516655,female
149509,20151825,adult
149510,20151825,aged
149512,20151825,female
149517,20151825,male
149518,20151825,middle aged
149521,20718685,aged
149525,20718685,female
149533,21703645,adult
149535,21703645,child
149537,21703645,female
149545,21703645,male
149546,21703645,middle aged
149552,20544067,aged
149556,20544067,male
149558,21522094,adolescent
149559,21522094,adult
149562,21522094,child
149563,21522094,female
149566,21522094,male
149567,21522094,middle aged
149571,21522094,young adult
149572,21156073,adolescent
149573,21156073,adult
149575,21156073,child
149578,21156073,female
149581,21156073,male
149582,21156073,middle aged
149592,20191437,adolescent
149593,20191437,adult
149594,20191437,aged
149595,20191437,"aged, 80 and over"
149600,20191437,female
149606,20191437,male
149607,20191437,middle aged
149610,20191437,young adult
149611,21235536,adolescent
149612,21235536,adult
149613,21235536,aged
149615,21235536,child
149616,21235536,female
149628,21235536,male
149629,21235536,middle aged
149634,21553231,adult
149635,21553231,aged
149641,21553231,female
149646,21553231,male
149647,21553231,middle aged
149659,19811458,child
149662,19811458,male
149674,21416585,child
149679,21416585,male
149688,21416585,young adult
149689,21059607,aged
149691,21059607,female
149697,21128992,adult
149698,21128992,female
149705,21378222,adult
149707,21378222,female
149718,20196184,adult
149724,20196184,female
149729,20196184,male
149730,20196184,middle aged
149738,20196184,young adult
149743,21274318,infant
149744,21274318,male
149748,21409797,aged
149749,21409797,female
149753,21095176,female
149756,21095176,middle aged
149759,21487856,adult
149760,21487856,aged
149761,21487856,"aged, 80 and over"
149764,21487856,female
149767,21487856,male
149768,21487856,middle aged
149775,20609186,adult
149777,20609186,aged
149778,20609186,"aged, 80 and over"
149780,20609186,female
149785,20609186,male
149786,20609186,middle aged
149792,20089614,adult
149796,20089614,female
149807,20646373,female
149812,20646373,male
149820,22679149,adult
149825,22679149,female
149835,21502799,aged
149840,21502799,male
149844,20736968,child
149845,20736968,female
149849,20736968,male
149865,21485687,male
149866,21485687,middle aged
149874,21486272,female
149879,21486272,middle aged
149881,22187768,adult
149883,22187768,female
149886,22187768,male
149887,22187768,middle aged
149891,22187768,young adult
149892,21158330,adult
149893,21158330,aged
149894,21158330,"aged, 80 and over"
149898,21158330,female
149904,21158330,male
149905,21158330,middle aged
149909,21330222,adult
149912,21330222,female
149916,21330222,male
149922,22593992,aged
149923,22593992,"aged, 80 and over"
149929,22593992,female
149935,22593992,male
149936,22593992,middle aged
149942,21192471,adolescent
149943,21192471,adult
149944,21192471,aged
149945,21192471,child
149946,21192471,"child, preschool"
149950,21192471,infant
149951,21192471,"infant, newborn"
149953,21192471,middle aged
149956,21192471,young adult
149958,21434525,adult
149962,21434525,female
149965,21434525,male
149966,21434525,middle aged
149971,21712789,adult
149975,21712789,female
149990,21684667,male
149995,20418656,adult
149996,20418656,female
150004,21839699,aged
150005,21839699,"aged, 80 and over"
150008,21839699,female
150016,20447071,female
150020,20447071,"infant, newborn"
150021,20447071,male
150025,22649893,adult
150027,22649893,female
150031,22997612,adolescent
150032,22997612,child
150052,20597139,adolescent
150053,20597139,adult
150054,20597139,aged
150055,20597139,"aged, 80 and over"
150057,20597139,child
150060,20597139,female
150065,20597139,male
150066,20597139,middle aged
150073,20597139,young adult
150074,21189699,female
150080,21189699,middle aged
150083,21779620,aged
150085,21779620,female
150091,21261113,adolescent
150092,21261113,adult
150093,21261113,aged
150095,21261113,female
150100,21261113,male
150101,21261113,middle aged
150103,21261113,young adult
150108,20857836,"infant, newborn"
150110,20857836,male
150113,21702297,adult
150116,21702297,female
150121,21702297,male
150122,21702297,middle aged
150125,20459041,child
150127,20459041,female
150131,20459041,male
150135,20923014,aged
150138,20923014,female
150159,20554089,male
150160,20554089,middle aged
150171,20512095,adult
150175,20512095,female
150186,22010587,child
150189,22010587,female
150196,22010587,male
150199,21049456,adolescent
150200,21049456,adult
150202,21049456,child
150203,21049456,"child, preschool"
150204,21049456,female
150208,21049456,infant
150209,21049456,male
150210,21049456,middle aged
150213,21049456,young adult
150220,21276401,male
150221,21276401,middle aged
150241,20203468,female
150247,20203468,middle aged
150259,21781475,child
150261,21781475,female
150266,21781475,male
150270,21922718,female
150276,21922718,middle aged
150281,20849015,aged
150283,20849015,female
150290,20956755,female
150294,20956755,"infant, newborn"
150319,20720369,aged
150324,20720369,male
150345,20860421,aged
150347,20860421,female
150356,21178800,female
150359,21178800,middle aged
150362,21284333,child
150364,21284333,female
150391,22145467,adolescent
150394,22145467,child
150396,22145467,female
150402,22145467,male
150408,22145467,young adult
150409,21674672,adult
150412,21674672,female
150416,21674672,male
150417,21674672,middle aged
150437,21635165,adult
150438,21635165,aged
150442,21635165,female
150445,21635165,male
150446,21635165,middle aged
150457,20583539,adolescent
150459,20583539,child
150460,20583539,female
150468,20583539,male
150474,20583539,young adult
150475,21468526,adult
150477,21468526,female
150482,22040641,adult
150483,22040641,aged
150487,22040641,female
150492,22040641,male
150493,22040641,middle aged
150498,21811047,adolescent
150499,21811047,child
150500,21811047,"child, preschool"
150503,21811047,female
150508,21811047,male
150524,22216706,female
150529,22216706,middle aged
150533,21519320,adult
150534,21519320,aged
150535,21519320,"aged, 80 and over"
150537,21519320,female
150542,21519320,male
150543,21519320,middle aged
150547,21867389,adult
150548,21867389,aged
150549,21867389,female
150554,21867389,male
150555,21867389,middle aged
150560,21192527,adult
150566,21192527,male
150568,22066475,adult
150572,22066475,female
150578,22066475,male
150579,22066475,middle aged
150593,19833580,female
150599,20052467,adolescent
150600,20052467,adult
150601,20052467,aged
150602,20052467,"aged, 80 and over"
150605,20052467,child
150606,20052467,female
150613,20052467,male
150614,20052467,middle aged
150625,21190447,adult
150628,21190447,female
150635,21190447,male
150636,21190447,middle aged
150659,21160209,adult
150665,21160209,female
150669,21160209,middle aged
150677,22156674,adolescent
150678,22156674,adult
150679,22156674,aged
150681,22156674,female
150685,22156674,male
150686,22156674,middle aged
150706,21613048,adult
150711,21613048,male
150713,20498601,adolescent
150717,20498601,female
150724,20090474,adult
150725,20090474,"aged, 80 and over"
150728,20090474,female
150731,20090474,male
150732,20090474,middle aged
150748,21077724,adult
150752,21077724,female
150756,21077724,male
150757,21077724,middle aged
150761,22085671,adult
150766,22085671,male
150768,21655866,adolescent
150769,21655866,adult
150771,21655866,female
150775,21655866,male
150776,21655866,middle aged
150778,21655866,young adult
150782,21563918,male
150783,21563918,middle aged
150796,22308835,child
150802,20107949,female
150808,20107949,male
150809,20107949,middle aged
150818,21397768,female
150822,21397768,middle aged
150840,21541652,adult
150841,21541652,aged
150847,21541652,female
150851,21541652,male
150852,21541652,middle aged
150859,21541652,young adult
150860,21365410,adult
150861,21365410,aged
150862,21365410,"aged, 80 and over"
150863,21365410,female
150868,21365410,male
150869,21365410,middle aged
150875,21365410,young adult
150876,21717872,adult
150879,21717872,female
150883,21717872,male
150890,20924158,child
150896,20116409,adult
150899,20116409,female
150910,20116409,male
150911,20116409,middle aged
150916,20942809,adolescent
150917,20942809,adult
150918,20942809,aged
150919,20942809,child
150921,20942809,female
150929,20942809,male
150930,20942809,middle aged
150935,22700067,"child, preschool"
150940,22700067,female
150944,21511241,female
150950,21511241,male
150954,20429634,adult
150964,20429634,female
150971,20429634,middle aged
150980,20429634,young adult
150982,21524034,aged
150991,21186954,adult
150992,21186954,aged
150997,21186954,female
151005,21186954,middle aged
151011,20966620,adult
151013,20966620,aged
151016,20966620,female
151019,20966620,male
151020,20966620,middle aged
151026,21777902,adult
151028,21777902,female
151032,21963738,female
151039,21963738,young adult
151040,21427503,adult
151041,21427503,female
151047,21427503,middle aged
151051,21306240,adult
151052,21306240,female
151058,21158661,adolescent
151063,21158661,female
151075,22696919,adult
151080,22696919,male
151082,21367390,adult
151083,21367390,aged
151085,21367390,female
151090,21367390,male
151091,21367390,middle aged
151096,21519910,adult
151100,21519910,female
151105,21519910,male
151114,22089351,adolescent
151115,22089351,adult
151116,22089351,aged
151117,22089351,"aged, 80 and over"
151120,22089351,female
151126,22089351,male
151127,22089351,middle aged
151140,22136271,adult
151143,22136271,female
151156,21815908,adolescent
151157,21815908,adult
151160,21815908,female
151168,21815908,male
151171,20716835,adult
151175,20716835,female
151181,20716835,male
151182,20716835,middle aged
151189,20716835,young adult
151190,20405165,adult
151194,20405165,female
151200,20405165,male
151201,20405165,middle aged
151208,21591961,adult
151210,21591961,female
151216,21302110,female
151221,21436114,adult
151225,21436114,male
151233,20584712,adult
151234,20584712,aged
151237,20584712,female
151241,20584712,male
151242,20584712,middle aged
151250,20467745,female
151259,21875425,adult
151264,21875425,female
151278,21426847,adult
151283,21426847,female
151289,21426847,male
151290,21426847,middle aged
151292,21426847,young adult
151309,21887664,male
151311,21887664,young adult
151313,21047700,female
151317,21047700,male
151320,21834672,adult
151324,21834672,female
151327,21834672,male
151328,21834672,middle aged
151334,21268097,adult
151336,21268097,female
151347,21730842,female
151350,21730842,male
151355,21730841,female
151359,21730841,male
151386,21936672,female
151400,21936672,young adult
151402,21457114,adolescent
151403,21457114,adult
151406,21457114,female
151414,21515537,female
151417,21515537,middle aged
151421,20960394,"aged, 80 and over"
151424,20960394,female
151435,21951566,female
151438,21951566,male
151445,21762227,female
151448,21762227,middle aged
151457,21980734,adult
151458,21980734,female
151462,21980734,male
151463,21980734,middle aged
151468,21266550,adult
151469,21266550,female
151473,21266550,male
151474,21266550,middle aged
151482,20887974,adult
151484,20887974,female
151517,21907126,adult
151522,21907126,male
151525,21123980,adolescent
151526,21123980,adult
151528,21123980,child
151529,21123980,"child, preschool"
151530,21123980,female
151533,21123980,male
151534,21123980,middle aged
151537,21123980,young adult
151546,21046886,male
151547,21046886,middle aged
151554,20371956,male
151555,20371956,middle aged
151566,22082892,male
151567,22082892,middle aged
151575,20733265,female
151581,20733265,male
151583,20733265,middle aged
151589,20224487,adult
151590,20224487,female
151594,20224487,male
151614,21591947,female
151617,21591947,middle aged
151618,21570635,adult
151621,21570635,female
151625,21570635,middle aged
151629,21399392,adolescent
151630,21399392,adult
151631,21399392,aged
151634,21399392,female
151638,21399392,male
151640,21399392,middle aged
151642,21399392,young adult
151643,21823542,adolescent
151647,21823542,female
151673,22066480,male
151674,22066480,middle aged
151690,20349666,female
151693,20349666,male
151695,20349666,middle aged
151703,20646838,adolescent
151704,20646838,adult
151705,20646838,aged
151711,20646838,child
151712,20646838,female
151717,20646838,male
151718,20646838,middle aged
151724,20646838,young adult
151726,22188859,adolescent
151727,22188859,adult
151728,22188859,aged
151729,22188859,"aged, 80 and over"
151735,22188859,female
151742,22188859,male
151743,22188859,middle aged
151749,21834677,adult
151755,21834677,female
151762,21834677,male
151764,21834677,middle aged
151782,21921380,adult
151785,21921380,female
151793,21283972,adult
151800,21283972,female
151803,21283972,male
151808,21422690,female
151814,20033406,adolescent
151815,20033406,adult
151816,20033406,aged
151817,20033406,"aged, 80 and over"
151819,20033406,female
151822,20033406,male
151823,20033406,middle aged
151830,21564149,female
151833,21564149,male
151834,21564149,middle aged
151843,22078090,female
151851,21512661,adolescent
151852,21512661,adult
151853,21512661,aged
151854,21512661,"aged, 80 and over"
151855,21512661,female
151859,21512661,male
151861,21512661,middle aged
151865,21512661,young adult
151866,20103030,adult
151868,20103030,aged
151872,20103030,female
151877,20103030,male
151878,20103030,middle aged
151884,21959639,aged
151885,21959639,female
151893,21836341,adolescent
151894,21836341,adult
151896,21836341,aged
151897,21836341,"aged, 80 and over"
151898,21836341,child
151902,21836341,female
151908,21836341,male
151909,21836341,middle aged
151916,21212848,adult
151917,21212848,aged
151922,21212848,female
151927,21212848,male
151929,21212848,middle aged
151932,22132844,adult
151933,22132844,aged
151935,22132844,female
151939,22132844,male
151940,22132844,middle aged
151944,21975399,adult
151945,21975399,female
151953,21663419,adolescent
151955,21663419,child
151956,21663419,female
151972,21915479,female
151975,21915479,male
151976,21915479,middle aged
151981,20135954,adult
151985,20135954,male
151989,21997825,adult
151990,21997825,aged
151993,21997825,female
151996,21997825,male
151997,21997825,middle aged
152007,21139299,female
152011,21139299,young adult
152012,20502367,adult
152014,20502367,female
152017,20502367,male
152019,20502367,middle aged
152023,20191374,child
152024,20191374,"child, preschool"
152027,20191374,female
152032,20191374,male
152035,21692027,adult
152038,21692027,female
152054,21140671,adult
152061,21140671,male
152062,21140671,middle aged
152068,21598215,adolescent
152069,21598215,adult
152070,21598215,aged
152071,21598215,"aged, 80 and over"
152073,21598215,child
152074,21598215,"child, preschool"
152077,21598215,female
152084,21598215,male
152085,21598215,middle aged
152091,21598215,young adult
152096,20360807,male
152115,22189747,adult
152118,22189747,male
152128,21605717,female
152132,21605717,male
152139,21105480,adolescent
152140,21105480,adult
152141,21105480,aged
152142,21105480,"aged, 80 and over"
152146,21105480,female
152153,21105480,male
152154,21105480,middle aged
152160,20519346,adult
152161,20519346,aged
152162,20519346,"aged, 80 and over"
152166,20519346,female
152171,20519346,male
152172,20519346,middle aged
152179,20236675,adolescent
152180,20236675,adult
152185,20236675,child
152186,20236675,"child, preschool"
152187,20236675,female
152191,20236675,male
152192,20236675,middle aged
152197,22112923,adult
152199,22112923,aged
152201,22112923,female
152207,22112923,male
152208,22112923,middle aged
152214,21215711,aged
152216,21215711,female
152221,20421660,adult
152222,20421660,aged
152224,20421660,female
152228,20421660,male
152229,20421660,middle aged
152230,20646375,adult
152233,20646375,female
152239,20646375,male
152240,20646375,middle aged
152248,21751651,adult
152255,21751651,male
152266,21274321,"infant, newborn"
152273,21569461,adult
152274,21569461,aged
152276,21569461,female
152279,21569461,male
152280,21569461,middle aged
152288,21174592,adult
152291,21174592,female
152294,21174592,male
152296,21174592,middle aged
152305,20836398,child
152306,20836398,female
152315,21326131,adult
152316,21326131,aged
152319,21326131,female
152322,21326131,middle aged
152328,20673587,adult
152329,20673587,female
152332,20673587,male
152333,20673587,middle aged
152338,21943137,female
152341,21943137,male
152345,23875526,adult
152349,23875526,male
152357,21879423,adolescent
152358,21879423,adult
152360,21879423,child
152361,21879423,female
152364,21879423,male
152365,21879423,middle aged
152374,21648296,female
152378,21648296,"infant, newborn"
152383,21346360,adolescent
152384,21346360,adult
152385,21346360,aged
152388,21346360,child
152393,21346360,infant
152399,21349939,adolescent
152400,21349939,adult
152401,21349939,aged
152405,21349939,female
152408,21349939,male
152409,21349939,middle aged
152412,21349939,young adult
152415,20393342,female
152424,20393342,young adult
152458,20037894,female
152462,20037894,male
152463,20037894,middle aged
152495,20488772,adult
152503,20488772,male
152521,21932614,female
152524,21423915,adult
152527,21423915,female
152530,21423915,middle aged
152534,21423915,young adult
152543,20090475,adolescent
152544,20090475,adult
152545,20090475,aged
152549,20090475,female
152552,20090475,male
152553,20090475,middle aged
152556,20090475,young adult
152561,20822748,adolescent
152562,20822748,adult
152563,20822748,child
152564,20822748,"child, preschool"
152567,20822748,female
152577,20822748,male
152578,20822748,middle aged
152584,20822748,young adult
152585,20514116,"aged, 80 and over"
152590,20514116,female
152602,21844405,adolescent
152603,21844405,adult
152604,21844405,aged
152606,21844405,female
152611,21844405,male
152612,21844405,middle aged
152619,21844405,young adult
152620,21138412,adolescent
152621,21138412,adult
152622,21138412,aged
152623,21138412,female
152627,21138412,male
152628,21138412,middle aged
152632,20941748,adolescent
152633,20941748,adult
152634,20941748,aged
152636,20941748,child
152638,20941748,female
152643,20941748,male
152645,20941748,middle aged
152649,20941748,young adult
152650,20081550,adolescent
152651,20081550,adult
152652,20081550,aged
152653,20081550,"aged, 80 and over"
152655,20081550,child
152656,20081550,"child, preschool"
152660,20081550,female
152665,20081550,male
152666,20081550,middle aged
152669,20081550,young adult
152671,21242855,adult
152672,21242855,aged
152673,21242855,"aged, 80 and over"
152675,21242855,female
152678,21242855,male
152679,21242855,middle aged
152683,21242855,young adult
152702,22216337,adult
152704,22216337,female
152710,21321841,adult
152713,21321841,female
152716,21321841,male
152717,21321841,middle aged
152728,20148910,middle aged
152732,21584424,child
152733,21584424,female
152736,20961282,adult
152737,20961282,aged
152738,20961282,female
152744,20961282,male
152745,20961282,middle aged
152755,20061414,adult
152756,20061414,aged
152758,20061414,female
152764,20061414,male
152765,20061414,middle aged
152783,21882116,female
152788,21882116,"infant, newborn"
152797,21424208,adolescent
152798,21424208,adult
152802,21424208,child
152808,21424208,male
152809,21424208,middle aged
152814,21424208,young adult
152822,20812837,female
152827,20812837,male
152833,21817875,adult
152838,21817875,female
152845,22057994,adolescent
152846,22057994,adult
152848,22057994,aged
152849,22057994,"aged, 80 and over"
152851,22057994,child
152853,22057994,female
152862,22057994,male
152863,22057994,middle aged
152865,22057994,young adult
152866,20039900,adolescent
152867,20039900,adult
152870,20039900,female
152875,20039900,male
152876,20039900,middle aged
152881,20929405,adult
152882,20929405,aged
152884,20929405,female
152891,20929405,male
152892,20929405,middle aged
152903,20578359,child
152904,20578359,female
152915,21130668,adult
152920,21130668,female
152926,21130668,male
152934,21130668,young adult
152936,20647655,aged
152938,20647655,female
152943,21841780,female
152950,21841780,male
152954,21378091,adult
152959,21378091,female
152963,21378091,male
152964,21378091,middle aged
152969,20692002,female
152975,20692002,middle aged
153011,20664427,adult
153014,20664427,female
153043,21785378,adolescent
153044,21785378,adult
153045,21785378,aged
153046,21785378,"aged, 80 and over"
153047,21785378,child
153051,21785378,female
153054,21785378,male
153055,21785378,middle aged
153058,21785378,young adult
153062,21135592,female
153067,21135592,middle aged
153071,21052505,adult
153073,21052505,female
153077,21052505,male
153078,21052505,middle aged
153090,20713346,adult
153091,20713346,female
153101,21951564,female
153104,21951564,male
153105,21951564,middle aged
153109,21107092,adult
153110,21107092,aged
153112,21107092,female
153119,21107092,middle aged
153124,20151830,male
153125,20151830,middle aged
153129,20399306,adult
153130,20399306,female
153136,22325220,adult
153142,22325220,female
153150,22325220,male
153151,22325220,middle aged
153159,21810497,adult
153160,21810497,aged
153162,21810497,female
153169,21810497,male
153170,21810497,middle aged
153183,20151833,female
153189,20151833,young adult
153190,21848241,adult
153195,21848241,child
153198,21848241,female
153202,21848241,male
153212,21950230,female
153218,21950230,male
153219,21950230,middle aged
153222,20615137,adult
153229,20615137,female
153235,20615137,male
153249,21704580,adult
153251,21704580,aged
153255,21704580,female
153258,21704580,male
153259,21704580,middle aged
153265,21704580,young adult
153267,21165539,female
153272,21165539,male
153291,20731531,female
153296,20731531,middle aged
153319,20631498,female
153331,20470210,female
153337,21205968,adolescent
153338,21205968,adult
153339,21205968,child
153342,21205968,female
153347,21205968,male
153355,22029718,adolescent
153356,22029718,adult
153358,22029718,aged
153359,22029718,"aged, 80 and over"
153363,22029718,child
153365,22029718,female
153375,22029718,male
153376,22029718,middle aged
153386,22029718,young adult
153387,21717402,adult
153388,21717402,aged
153389,21717402,female
153396,21717402,male
153397,21717402,middle aged
153402,21394999,adolescent
153403,21394999,adult
153404,21394999,aged
153408,21394999,female
153414,21394999,male
153415,21394999,middle aged
153418,21394999,young adult
153424,21310803,female
153431,21310803,male
153446,20926009,adult
153450,20926009,female
153456,20926009,male
153458,20926009,middle aged
153474,22281888,adult
153480,22281888,male
153483,20833948,aged
153489,20833948,male
153493,21872937,adolescent
153494,21872937,adult
153495,21872937,aged
153496,21872937,"aged, 80 and over"
153498,21872937,female
153501,21872937,male
153502,21872937,middle aged
153510,21872937,young adult
153514,21497784,female
153519,21497784,middle aged
153522,21383547,adult
153523,21383547,aged
153524,21383547,"aged, 80 and over"
153526,21383547,female
153529,21383547,male
153530,21383547,middle aged
153536,20940662,adolescent
153537,20940662,adult
153540,20940662,female
153543,20940662,male
153544,20940662,middle aged
153548,20940662,young adult
153553,20825296,female
153556,20825296,male
153557,21069463,adult
153569,21069463,male
153576,20439250,adult
153579,20439250,female
153588,21354768,adult
153589,21354768,aged
153592,21354768,female
153599,21354768,male
153600,21354768,middle aged
153604,21283953,adult
153608,21283953,female
153612,21283953,male
153614,21283953,middle aged
153625,20593978,female
153630,20593978,middle aged
153637,21049696,adult
153638,21049696,female
153641,21049696,male
153644,21345453,adult
153645,21345453,female
153650,21345453,male
153656,21940281,aged
153658,21940281,female
153665,21510801,adolescent
153668,21510801,child
153670,21510801,female
153680,21809898,adult
153682,21809898,female
153685,21809898,"infant, newborn"
153686,21809898,male
153712,21366435,female
153717,21366435,male
153727,21762275,female
153732,21762275,male
153733,21058888,adult
153736,21058888,female
153744,20578360,female
153750,20517840,adult
153752,20517840,female
153757,20517840,male
153758,22159057,adult
153766,22159057,male
153775,20868289,adult
153779,20868289,male
153795,22115133,adult
153800,22115133,female
153805,22115133,male
153806,22115133,young adult
153812,21247850,adolescent
153813,21247850,child
153814,21247850,female
153818,21247850,male
153821,20467360,female
153825,20467360,male
153831,22000142,female
153835,22000142,male
153840,21869485,adult
153841,21869485,aged
153842,21869485,"aged, 80 and over"
153846,21869485,female
153852,21869485,male
153853,21869485,middle aged
153858,21869485,young adult
153861,21058474,adult
153865,21058474,female
153868,21058474,male
153870,21058474,middle aged
153873,21058474,young adult
153876,20812832,female
153881,20812832,male
153889,20418655,adolescent
153890,20418655,adult
153891,20418655,aged
153892,20418655,"aged, 80 and over"
153894,20418655,female
153899,20418655,male
153900,20418655,middle aged
153903,21068711,adult
153904,21068711,aged
153905,21068711,"aged, 80 and over"
153906,21068711,female
153910,21068711,male
153911,21068711,middle aged
153913,21068711,young adult
153921,21631971,adolescent
153922,21631971,adult
153923,21631971,aged
153924,21631971,"aged, 80 and over"
153928,21631971,female
153932,21631971,male
153934,21631971,middle aged
153940,21631971,young adult
153941,20394549,adult
153942,20394549,aged
153944,20394549,female
153950,20394549,male
153951,20394549,middle aged
