,PMID,Full_author_name,Without_special_character
3581,27364788,"zhang, bo",zhang bo
3582,27190120,"shanmugasundaram, monisha",shanmugasundaram monisha
3582,27190120,"varadhan, laks",varadhan laks
3582,27190120,"katreddy, mahesh v r",katreddy mahesh v r
3582,27190120,"nayak, ananth u",nayak ananth u
3583,26384591,"lang, brian h-h",lang brian h-h
3583,26384591,"zhi, helen",zhi helen
3583,26384591,"cowling, benjamin j",cowling benjamin j
3584,27693824,"testini, mario",testini mario
3584,27693824,"pasculli, alessandro",pasculli alessandro
3584,27693824,"di meo, giovanna",di meo giovanna
3584,27693824,"ferraro, valentina",ferraro valentina
3584,27693824,"logoluso, francesco",logoluso francesco
3584,27693824,"minerva, francesco",minerva francesco
3584,27693824,"pezzolla, angela",pezzolla angela
3584,27693824,"gurrado, angela",gurrado angela
3585,27768855,"von oettingen, julia e",von oettingen julia e
3585,27768855,"brathwaite, tesha d",brathwaite tesha d
3585,27768855,"carpenter, christopher",carpenter christopher
3585,27768855,"bonnell, ric",bonnell ric
3585,27768855,"he, xuemei",he xuemei
3585,27768855,"braverman, lewis e",braverman lewis e
3585,27768855,"pearce, elizabeth n",pearce elizabeth n
3585,27768855,"larco, philippe",larco philippe
3585,27768855,"larco, nancy charles",larco nancy charles
3585,27768855,"jean-baptiste, eddy",jean-baptiste eddy
3585,27768855,"brown, rosalind s",brown rosalind s
3586,27919147,"ozzola, giulio",ozzola giulio
3586,27919147,"gasbarri, lucia",gasbarri lucia
3586,27919147,"montaini, carlo",montaini carlo
3587,28025026,"teasdale, stephanie l",teasdale stephanie l
3587,28025026,"inder, warrick j",inder warrick j
3587,28025026,"stowasser, michael",stowasser michael
3587,28025026,"stanton, tony",stanton tony
3588,28863123,"uslu-beşli, lebriz",uslu-beşli lebriz
3588,28863123,"kabasakal, levent",kabasakal levent
3588,28863123,"sağer, sait",sağer sait
3588,28863123,"cicik, erdoğan",cicik erdoğan
3588,28863123,"asa, sertaç",asa sertaç
3588,28863123,"sönmezoğlu, kerim",sönmezoğlu kerim
3589,26936928,"ajij, mohemmed",ajij mohemmed
3589,26936928,shambhavi,shambhavi
3589,26936928,"patra, bijoy",patra bijoy
3589,26936928,"singh, ankur",singh ankur
3589,26936928,"kapoor, seema",kapoor seema
3590,27832570,"lee, p k",lee p k
3590,27832570,"booth, awg",booth awg
3591,28302662,"ferreira, carla",ferreira carla
3591,28302662,"meireles, carla",meireles carla
3591,28302662,"marques, olinda",marques olinda
3591,28302662,"antunes, ana",antunes ana
3592,27483638,"flemmer, andrea",flemmer andrea
3593,28368444,"holthoff, hans-peter",holthoff hans-peter
3593,28368444,"li, zhongmin",li zhongmin
3593,28368444,"faßbender, julia",faßbender julia
3593,28368444,"reimann, andreas",reimann andreas
3593,28368444,"adler, kristin",adler kristin
3593,28368444,"münch, götz",münch götz
3593,28368444,"ungerer, martin",ungerer martin
3594,28771438,"kobayashi, mami",kobayashi mami
3594,28771438,"yagasaki, hideaki",yagasaki hideaki
3594,28771438,"saito, tomohiro",saito tomohiro
3594,28771438,"nemoto, atsushi",nemoto atsushi
3594,28771438,"naito, atsushi",naito atsushi
3594,28771438,"sugita, kanji",sugita kanji
3595,28746208,"li, qianrui",li qianrui
3595,28746208,"liu, yuping",liu yuping
3595,28746208,"zhang, qianying",zhang qianying
3595,28746208,"tian, haoming",tian haoming
3595,28746208,"li, jianwei",li jianwei
3595,28746208,"li, sheyu",li sheyu
3596,27834466,"van rijn, laurentius j",van rijn laurentius j
3597,26913729,"reddy, ashwini",reddy ashwini
3597,26913729,"chand, gyan",chand gyan
3597,26913729,"mayilvaganan, sabaretnam",mayilvaganan sabaretnam
3598,26979989,"gashu, d",gashu d
3598,26979989,"stoecker, b j",stoecker b j
3598,26979989,"adish, a",adish a
3598,26979989,"haki, g d",haki g d
3598,26979989,"bougma, k",bougma k
3598,26979989,"aboud, f e",aboud f e
3598,26979989,"marquis, g s",marquis g s
3599,27304449,"willson, thomas j",willson thomas j
3599,27304449,"stevens, jayne",stevens jayne
3599,27304449,"salinas, nathan",salinas nathan
3599,27304449,"brennan, joseph a",brennan joseph a
3600,28091472,"markova, t g",markova t g
3600,28091472,"geptner, e n",geptner e n
3600,28091472,"lalayants, m r",lalayants m r
3600,28091472,"zelikovich, e i",zelikovich e i
3600,28091472,"chugunova, t i",chugunova t i
3600,28091472,"mironovich, o l",mironovich o l
3600,28091472,"bliznetz, e a",bliznetz e a
3600,28091472,"polyakov, a v",polyakov a v
3600,28091472,"tavartkiladze, g a",tavartkiladze g a
3601,26272351,"tang, kam-tsun",tang kam-tsun
3601,26272351,"wang, fan-fen",wang fan-fen
3601,26272351,"pan, wen-harn",pan wen-harn
3601,26272351,"lin, jiunn-diann",lin jiunn-diann
3601,26272351,"won, ging-shing",won ging-shing
3601,26272351,"chau, wing-keung",chau wing-keung
3601,26272351,"lin, hong-da",lin hong-da
3601,26272351,"hsieh, yao-te",hsieh yao-te
3602,28319174,"xia, nan",xia nan
3602,28319174,"ye, xiaozhen",ye xiaozhen
3602,28319174,"hu, xiaohao",hu xiaohao
3602,28319174,"song, shiyu",song shiyu
3602,28319174,"xu, hui",xu hui
3602,28319174,"niu, mengyuan",niu mengyuan
3602,28319174,"wang, hongwei",wang hongwei
3602,28319174,"wang, jian",wang jian
3603,27189073,"huang, shih-ming",huang shih-ming
3604,28196332,"schwensen, carl",schwensen carl
3605,29214182,"barmpari, maria e",barmpari maria e
3605,29214182,"kokkorou, maria",kokkorou maria
3605,29214182,"micheli, anastasia",micheli anastasia
3605,29214182,"alexiou, irene",alexiou irene
3605,29214182,"spanou, elefteria",spanou elefteria
3605,29214182,"noutsou, marina",noutsou marina
3605,29214182,"thanopoulou, anastasia",thanopoulou anastasia
3606,27628269,"kim, ji won",kim ji won
3606,27628269,"woo, young jun",woo young jun
3606,27628269,"yoon, jin sook",yoon jin sook
3607,28737965,"doroudian, sara",doroudian sara
3607,28737965,"pedersen, inge bülow",pedersen inge bülow
3607,28737965,"knudsen, cindy soendersoe",knudsen cindy soendersoe
3607,28737965,"handberg, aase",handberg aase
3607,28737965,"andersen, stine linding",andersen stine linding
3608,28727542,"lang, brian hung-hin",lang brian hung-hin
3608,28727542,"woo, yu-cho",woo yu-cho
3608,28727542,"wong, ian yat-hin",wong ian yat-hin
3608,28727542,"chiu, keith wan-hang",chiu keith wan-hang
3609,27067183,"prat-calero, antonio",prat-calero antonio
3609,27067183,"cascales-sánchez, pedro",cascales-sánchez pedro
3609,27067183,"martínez-moreno, agustina",martínez-moreno agustina
3610,27502995,"fernández-barriales, marcos",fernández-barriales marcos
3610,27502995,"vázquez marcos, virginia",vázquez marcos virginia
3610,27502995,"álvarez, ainhoa",álvarez ainhoa
3610,27502995,"odriozola, beatriz",odriozola beatriz
3610,27502995,"alonso, juan",alonso juan
3610,27502995,"egea santaolalla, carlos",egea santaolalla carlos
3611,26603660,"english, collette",english collette
3611,26603660,"casey, ruth",casey ruth
3611,26603660,"bell, marcia",bell marcia
3611,26603660,"bergin, diane",bergin diane
3611,26603660,"murphy, joseph",murphy joseph
3612,26886211,"min, hong ki",min hong ki
3612,26886211,"kim, in-ho",kim in-ho
3612,26886211,"kim, jae young",kim jae young
3612,26886211,"ban, tae-hyun",ban tae-hyun
3612,26886211,"kim, kyung hoon",kim kyung hoon
3612,26886211,"ha, jeonghoon",ha jeonghoon
3612,26886211,"kim, jung-hoon",kim jung-hoon
3613,28576912,"loh, tze ling",loh tze ling
3613,28576912,"latis, sergios",latis sergios
3613,28576912,"ali, rohana bibi",ali rohana bibi
3613,28576912,"patel, hemi",patel hemi
3614,28631274,"aubry, gabrielle",aubry gabrielle
3614,28631274,"pontvianne, mary",pontvianne mary
3614,28631274,"chesnais, marion",chesnais marion
3614,28631274,"weingertner, anne sophie",weingertner anne sophie
3614,28631274,"guerra, fernando",guerra fernando
3614,28631274,"favre, romain",favre romain
3615,28781316,"yamada, mamiko",yamada mamiko
3615,28781316,"shibata, hironori",shibata hironori
3615,28781316,"masugi, yohei",masugi yohei
3615,28781316,"ishi, tomohiro",ishi tomohiro
3615,28781316,"kameyama, kaori",kameyama kaori
3615,28781316,"ebinuma, hirotoshi",ebinuma hirotoshi
3615,28781316,"hasegawa, tomonobu",hasegawa tomonobu
3616,28734331,"gama, ivo",gama ivo
3616,28734331,"almeida, leonor",almeida leonor
3617,27586672,"luzzi, l",luzzi l
3617,27586672,"corzani, r",corzani r
3617,27586672,"burali, g",burali g
3617,27586672,"ciampelli, l",ciampelli l
3617,27586672,"ghisalberti, m",ghisalberti m
3617,27586672,"meniconi, f",meniconi f
3617,27586672,"astaneh, a",astaneh a
3617,27586672,"baldi, m r",baldi m r
3617,27586672,"d'onofrio, p",d'onofrio p
3617,27586672,"ciabatti, p g",ciabatti p g
3618,26566268,"korkusuz, h",korkusuz h
3618,26566268,"happel, c",happel c
3618,26566268,"koch, d a",koch d a
3618,26566268,"gruenwald, f",gruenwald f
3619,27853074,"suzuki, miho",suzuki miho
3619,27853074,"yoshimura noh, jaeduk",yoshimura noh jaeduk
3619,27853074,"sugino, kiminori",sugino kiminori
3619,27853074,"ito, koichi",ito koichi
3620,28049563,"jha, chandan kumar",jha chandan kumar
3620,28049563,"bichoo, raouef ahmed",bichoo raouef ahmed
3620,28049563,"yadav, sanjay kumar",yadav sanjay kumar
3621,28255192,"stępień, tomasz",stępień tomasz
3621,28255192,"brożyna, mateusz",brożyna mateusz
3621,28255192,"kuzdak, krzysztof",kuzdak krzysztof
3621,28255192,"motylewska, ewelina",motylewska ewelina
3621,28255192,"komorowski, jan",komorowski jan
3621,28255192,"stępień, henryk",stępień henryk
3621,28255192,"ławnicka, hanna",ławnicka hanna
3622,26708845,"caleo, alessia",caleo alessia
3622,26708845,"landolfi, luigi",landolfi luigi
3622,26708845,"vitale, mario",vitale mario
3622,26708845,"di crescenzo, vincenzo",di crescenzo vincenzo
3622,26708845,"vatrella, alessandro",vatrella alessandro
3622,26708845,"de rosa, gaetano",de rosa gaetano
3622,26708845,"peluso, anna lucia",peluso anna lucia
3622,26708845,"zeppa, pio",zeppa pio
3623,27634939,"donovan, peter j",donovan peter j
3623,27634939,"mcleod, donald s a",mcleod donald s a
3623,27634939,"little, richard",little richard
3623,27634939,"gordon, louisa",gordon louisa
3624,27070127,"friedrich-rust, m",friedrich-rust m
3624,27070127,"vorlaender, c",vorlaender c
3624,27070127,"dietrich, c f",dietrich c f
3624,27070127,"kratzer, w",kratzer w
3624,27070127,"blank, w",blank w
3624,27070127,"schuler, a",schuler a
3624,27070127,"broja, n",broja n
3624,27070127,"cui, x w",cui x w
3624,27070127,"herrmann, e",herrmann e
3624,27070127,"bojunga, j",bojunga j
3625,26321232,"fang, yi",fang yi
3625,26321232,"li, yanyan",li yanyan
3625,26321232,"zeng, jing",zeng jing
3625,26321232,"wang, jingjing",wang jingjing
3625,26321232,"liu, ran",liu ran
3625,26321232,"cao, cheng",cao cheng
3626,26062519,"nowak, m",nowak m
3626,26062519,"siemińska, l",siemińska l
3626,26062519,"karpe, j",karpe j
3626,26062519,"marek, b",marek b
3626,26062519,"kos-kudła, b",kos-kudła b
3626,26062519,"kajdaniuk, d",kajdaniuk d
3627,26796368,"lin, yann-sheng",lin yann-sheng
3627,26796368,"wu, hsin-yi",wu hsin-yi
3627,26796368,"lee, chao-wei",lee chao-wei
3627,26796368,"hsu, chih-chieh",hsu chih-chieh
3627,26796368,"chao, tzu-chieh",chao tzu-chieh
3627,26796368,"yu, ming-chin",yu ming-chin
3628,28444621,"martino, enio",martino enio
3629,28427469,"perros, p",perros p
3629,28427469,"hegedüs, l",hegedüs l
3629,28427469,"bartalena, l",bartalena l
3629,28427469,"marcocci, c",marcocci c
3629,28427469,"kahaly, g j",kahaly g j
3629,28427469,"baldeschi, l",baldeschi l
3629,28427469,"salvi, m",salvi m
3629,28427469,"lazarus, j h",lazarus j h
3629,28427469,"eckstein, a",eckstein a
3629,28427469,"pitz, s",pitz s
3629,28427469,"boboridis, k",boboridis k
3629,28427469,"anagnostis, p",anagnostis p
3629,28427469,"ayvaz, g",ayvaz g
3629,28427469,"boschi, a",boschi a
3629,28427469,"brix, t h",brix t h
3629,28427469,"currò, n",currò n
3629,28427469,"konuk, o",konuk o
3629,28427469,"marinò, m",marinò m
3629,28427469,"mitchell, a l",mitchell a l
3629,28427469,"stankovic, b",stankovic b
3629,28427469,"törüner, f b",törüner f b
3629,28427469,"von arx, g",von arx g
3629,28427469,"zarković, m",zarković m
3629,28427469,"wiersinga, w m",wiersinga w m
3630,28049119,"mcneill, caitlin jane",mcneill caitlin jane
3630,28049119,"sinnott, joseph dalby",sinnott joseph dalby
3630,28049119,"howlett, david",howlett david
3631,27206523,"cui, wei",cui wei
3631,27206523,"deng, baocheng",deng baocheng
3631,27206523,"wang, wen",wang wen
3631,27206523,"liu, pei",liu pei
3632,28488725,"stanzel, susanne",stanzel susanne
3632,28488725,"gyürüs, peter",gyürüs peter
3632,28488725,"kresnik, ewald",kresnik ewald
3632,28488725,"aigner, reingard",aigner reingard
3633,27465670,"bartalena, l",bartalena l
3633,27465670,"masiello, e",masiello e
3633,27465670,"magri, f",magri f
3633,27465670,"veronesi, g",veronesi g
3633,27465670,"bianconi, e",bianconi e
3633,27465670,"zerbini, f",zerbini f
3633,27465670,"gaiti, m",gaiti m
3633,27465670,"spreafico, e",spreafico e
3633,27465670,"gallo, d",gallo d
3633,27465670,"premoli, p",premoli p
3633,27465670,"piantanida, e",piantanida e
3633,27465670,"tanda, m l",tanda m l
3633,27465670,"ferrario, m",ferrario m
3633,27465670,"vitti, p",vitti p
3633,27465670,"chiovato, l",chiovato l
3634,28478548,"cusini, c",cusini c
3634,28478548,"sassi, l",sassi l
3634,28478548,"de paola, g",de paola g
3634,28478548,"piantanida, e",piantanida e
3635,27422154,"azorín belda, m j",azorín belda m j
3635,27422154,"martínez caballero, a",martínez caballero a
3635,27422154,"figueroa ardila, g c",figueroa ardila g c
3635,27422154,"martínez ramírez, m",martínez ramírez m
3635,27422154,"gómez jaramillo, c a",gómez jaramillo c a
3635,27422154,"dolado ardit, j i",dolado ardit j i
3635,27422154,"verdú rico, j",verdú rico j
3636,28215490,"foma, w",foma w
3636,28215490,"pegbessou, e",pegbessou e
3636,28215490,"amana, b",amana b
3636,28215490,"kpemissi, e",kpemissi e
3637,26808177,"grob, seanna r",grob seanna r
3637,26808177,"yoon, michael k",yoon michael k
3638,27441534,"morchiladze, n",morchiladze n
3638,27441534,"tkeshelashvili, b",tkeshelashvili b
3638,27441534,"gagua, d",gagua d
3638,27441534,"gagua, t",gagua t
3639,27351809,"meyer zu horste, m",meyer zu horste m
3639,27351809,"pateronis, k",pateronis k
3639,27351809,"walz, m k",walz m k
3639,27351809,"alesina, p",alesina p
3639,27351809,"mann, k",mann k
3639,27351809,"schott, m",schott m
3639,27351809,"esser, j",esser j
3639,27351809,"eckstein, a k",eckstein a k
3640,26626435,"rodilla fiz, a m",rodilla fiz a m
3640,26626435,"garví lópez, m",garví lópez m
3640,26626435,"gómez garrido, m",gómez garrido m
3640,26626435,"girón la casa, m",girón la casa m
3641,26761947,"sriphrapradang, chutintorn",sriphrapradang chutintorn
3641,26761947,"thewjitcharoen, yotsapon",thewjitcharoen yotsapon
3641,26761947,"chanprasertyothin, suwannee",chanprasertyothin suwannee
3641,26761947,"nakasatien, soontaree",nakasatien soontaree
3641,26761947,"himathongkam, thep",himathongkam thep
3641,26761947,"trachoo, objoon",trachoo objoon
3642,25389951,"bozkus, yusuf",bozkus yusuf
3642,25389951,"sunger, ahmet",sunger ahmet
3642,25389951,"yildirir, aylin",yildirir aylin
3642,25389951,"bascil tutuncu, neslihan",bascil tutuncu neslihan
3643,28389487,"mathonnet, muriel",mathonnet muriel
3643,28389487,"cuerq, anne",cuerq anne
3643,28389487,"tresallet, christophe",tresallet christophe
3643,28389487,"thalabard, jean-christophe",thalabard jean-christophe
3643,28389487,"fery-lemonnier, elisabeth",fery-lemonnier elisabeth
3643,28389487,"russ, gilles",russ gilles
3643,28389487,"leenhardt, laurence",leenhardt laurence
3643,28389487,"bigorgne, claude",bigorgne claude
3643,28389487,"tuppin, philippe",tuppin philippe
3643,28389487,"millat, bertrand",millat bertrand
3643,28389487,"fagot-campagna, anne",fagot-campagna anne
3644,27531964,"hookham, jessica",hookham jessica
3644,27531964,"collins, emma e",collins emma e
3644,27531964,"allahabadia, amit",allahabadia amit
3644,27531964,"balasubramanian, sabapathy p",balasubramanian sabapathy p
3645,28124062,"verburg, frederik a",verburg frederik a
3645,28124062,"grelle, inge",grelle inge
3645,28124062,"tatschner, kathrin",tatschner kathrin
3645,28124062,"reiners, christoph",reiners christoph
3645,28124062,"luster, markus",luster markus
3646,27358549,"mali, shahriar",mali shahriar
3646,27358549,"sarebanhassanabadi, mohammadtaghi",sarebanhassanabadi mohammadtaghi
3647,28225858,"delfino, laura carolina",delfino laura carolina
3647,28225858,"zunino, anabela",zunino anabela
3647,28225858,"sapia, verónica",sapia verónica
3647,28225858,"croome, maría del carmen silva",croome maría del carmen silva
3647,28225858,"ilera, verónica",ilera verónica
3647,28225858,"gauna, alicia teresa",gauna alicia teresa
3648,27241825,"mey, kristianna",mey kristianna
3648,27241825,"bille, michael",bille michael
3648,27241825,"cayé-thomasen, per",cayé-thomasen per
3649,27600197,"yoshihara, ai",yoshihara ai
3649,27600197,"yoshimura noh, jaeduk",yoshimura noh jaeduk
3649,27600197,"mukasa, koji",mukasa koji
3649,27600197,"watanabe, natsuko",watanabe natsuko
3649,27600197,"iwaku, kenji",iwaku kenji
3649,27600197,"ohye, hidemi",ohye hidemi
3649,27600197,"suzuki, miho",suzuki miho
3649,27600197,"matsumoto, masako",matsumoto masako
3649,27600197,"kunii, yo",kunii yo
3649,27600197,"suzuki, nami",suzuki nami
3649,27600197,"endo, kei",endo kei
3649,27600197,"suzuki, ruriko",suzuki ruriko
3649,27600197,"hattori, naomi",hattori naomi
3649,27600197,"sugino, kiminori",sugino kiminori
3649,27600197,"ito, koichi",ito koichi
3650,27277378,"rahaman, m f",rahaman m f
3650,27277378,"chowdhury, m h",chowdhury m h
3650,27277378,"khan, a h",khan a h
3650,27277378,"rahman, m",rahman m
3650,27277378,"barman, t k",barman t k
3650,27277378,"chowdhury, m j",chowdhury m j
3651,29250672,"sheremet, michael ivanovich",sheremet michael ivanovich
3651,29250672,"sydorchuk, larysa petrivna",sydorchuk larysa petrivna
3651,29250672,"shidlovskyi, viktor oleksandrovych",shidlovskyi viktor oleksandrovych
3651,29250672,"sydorchuk, ruslan igorovych",sydorchuk ruslan igorovych
3651,29250672,"shidlovskyi, oleksandr viktorovych",shidlovskyi oleksandr viktorovych
3651,29250672,"maksymyuk, vitaliy vasilyovich",maksymyuk vitaliy vasilyovich
3651,29250672,"bezruk, volodymyr volodymyrovych",bezruk volodymyr volodymyrovych
