,PMID,Full_author_name,Without_special_character
11927,20112125,"grimaldi, serena",grimaldi serena
11927,20112125,"cocito, dario",cocito dario
11928,21921351,"wiwanitkit, v",wiwanitkit v
11929,20938419,"ceccarelli, c",ceccarelli c
11929,20938419,"brozzi, f",brozzi f
11929,20938419,"bianchi, f",bianchi f
11929,20938419,"santini, p",santini p
11930,22070590,"huitink, j m",huitink j m
11931,21917203,"kontorinis, georgios",kontorinis georgios
11931,21917203,"lenarz, thomas",lenarz thomas
11931,21917203,"lesinski-schiedat, anke",lesinski-schiedat anke
11931,21917203,"neuburger, juergen",neuburger juergen
11932,20387611,"trunin, e m",trunin e m
11932,20387611,"lukina, p v",lukina p v
11932,20387611,"simbirtsev, s a",simbirtsev s a
11933,19953250,"wheeler, malcolm h",wheeler malcolm h
11934,22070587,"white, s",white s
11935,22052145,"kashkouli, mohsen bahmani",kashkouli mohsen bahmani
11935,22052145,"jam, sara",jam sara
11935,22052145,"sabzvari, duman",sabzvari duman
11935,22052145,"ketabi, nooshin",ketabi nooshin
11935,22052145,"azarinia, shahrzad",azarinia shahrzad
11935,22052145,"seyedalinaghi, seyedahmad",seyedalinaghi seyedahmad
11935,22052145,"mofid, alireza",mofid alireza
11936,22368995,"aleksić, zeljka",aleksić zeljka
11936,22368995,"aleksić, aleksandar",aleksić aleksandar
11937,21802524,"zimmermann, michael b",zimmermann michael b
11938,22295372,"seifman, marc a",seifman marc a
11938,22295372,"grodski, simon f",grodski simon f
11938,22295372,"bailey, michael",bailey michael
11938,22295372,"yeung, meei j",yeung meei j
11938,22295372,"serpell, jonathan w",serpell jonathan w
11939,21412689,"singer, j",singer j
11939,21412689,"eszlinger, m",eszlinger m
11939,21412689,"wicht, j",wicht j
11939,21412689,"paschke, r",paschke r
11940,21212031,"manrique franco, katty",manrique franco katty
11940,21212031,"lópez-mezquita torres, elena",lópez-mezquita torres elena
11940,21212031,"sánchez garcía, leonor",sánchez garcía leonor
11940,21212031,"aragón valera, carmen",aragón valera carmen
11940,21212031,"sanchez-vilar burdiel, olga",sanchez-vilar burdiel olga
11941,20466462,"luján, b",luján b
11941,20466462,"siurana, r",siurana r
11941,20466462,"carrera, d",carrera d
11941,20466462,"izquierdo, v",izquierdo v
11941,20466462,"quintero, l",quintero l
11941,20466462,"virgala, c",virgala c
11942,21717721,"gamboa-domínguez, armando",gamboa-domínguez armando
11942,21717721,"lino-silva, saúl",lino-silva saúl
11942,21717721,"candanedo-gonzález, fernando",candanedo-gonzález fernando
11942,21717721,"medina-lópez, erla",medina-lópez erla
11942,21717721,"acuña-gonzález, denise",acuña-gonzález denise
11942,21717721,"jacinto-cortés, iván",jacinto-cortés iván
11942,21717721,"gonzález-treviño, ofelia",gonzález-treviño ofelia
11943,21590351,"laubner, k",laubner k
11943,21590351,"weber, w a",weber w a
11943,21590351,"seufert, j",seufert j
11944,20547033,"mallat, j",mallat j
11944,20547033,"robin, e",robin e
11944,20547033,"pironkov, a",pironkov a
11944,20547033,"lebuffe, g",lebuffe g
11944,20547033,"tavernier, b",tavernier b
11945,20373709,"savchenko, o v",savchenko o v
11945,20373709,"tiupelev, p a",tiupelev p a
11945,20373709,"gololobova, s s",gololobova s s
11946,21110025,"schmid, k w",schmid k w
11946,21110025,"reiners, c",reiners c
11947,21697785,"kilic, dalokay",kilic dalokay
11947,21697785,"findikcioglu, alper",findikcioglu alper
11947,21697785,"ekici, yahya",ekici yahya
11947,21697785,"alemdaroglu, utku",alemdaroglu utku
11947,21697785,"hekimoglu, koray",hekimoglu koray
11947,21697785,"hatipoglu, ahmet",hatipoglu ahmet
11948,21511235,"kopp, p",kopp p
11948,21511235,"bizhanova, a",bizhanova a
11949,22238961,"romanchishen, a f",romanchishen a f
11949,22238961,"iakovlev, p n",iakovlev p n
11950,22364024,"fal'fushyns'ka, h i",fal'fushyns'ka h i
11950,22364024,"hnatyshyna, l l",hnatyshyna l l
11950,22364024,"ocadchuk, d v",ocadchuk d v
11950,22364024,"shidlovs'kyĭ, v o",shidlovs'kyĭ v o
11950,22364024,"stoliar, o b",stoliar o b
11951,20467361,"vardizer, y",vardizer y
11951,20467361,"tomkins, o",tomkins o
11951,20467361,"briscoe, d",briscoe d
11952,20609500,"sautereau, n",sautereau n
11952,20609500,"marciano, s",marciano s
11952,20609500,"rodriguez, d",rodriguez d
11952,20609500,"lebaut, x",lebaut x
11952,20609500,"rossi, p",rossi p
11952,20609500,"bagnères, d",bagnères d
11952,20609500,"demoux, a-l",demoux a-l
11952,20609500,"francès, y",francès y
11952,20609500,"granel, b",granel b
11953,22701027,"mistry, dipak",mistry dipak
11954,20479596,"achong, dwight m",achong dwight m
11955,21798839,"azendour, i",azendour i
11955,21798839,"boulaich, m",boulaich m
11955,21798839,"oujilal, a",oujilal a
11955,21798839,"essakalli, l",essakalli l
11955,21798839,"kzadri, m",kzadri m
11956,21518207,"pradeep, p v",pradeep p v
11956,21518207,"sattar, v",sattar v
11956,21518207,"krishnachaithanya, k",krishnachaithanya k
11956,21518207,"ragavan, munisami",ragavan munisami
11957,21193659,"noheria, amit",noheria amit
11957,21193659,"khanna, sahil",khanna sahil
11957,21193659,"west, colin p",west colin p
11958,21679579,"yamaguchi, satoru",yamaguchi satoru
11958,21679579,"fujii, takaaki",fujii takaaki
11958,21679579,"yajima, reina",yajima reina
11958,21679579,"uchida, nobuyuki",uchida nobuyuki
11958,21679579,"ide, munenori",ide munenori
11958,21679579,"tsutsumi, soichi",tsutsumi soichi
11958,21679579,"yamauchi, hayato",yamauchi hayato
11958,21679579,"kigure, wakako",kigure wakako
11958,21679579,"morita, hiroki",morita hiroki
11958,21679579,"suto, toshinaga",suto toshinaga
11958,21679579,"asao, takayuki",asao takayuki
11958,21679579,"kuwano, hiroyuki",kuwano hiroyuki
11959,20399415,"samaniego, beatriz",samaniego beatriz
11959,20399415,"pantoja, carlos g",pantoja carlos g
11959,20399415,"trinidad, gabriel",trinidad gabriel
11959,20399415,"rejas, eladio",rejas eladio
11960,21187047,"doucet, alain",doucet alain
11960,21187047,"eladari, dominique",eladari dominique
11961,21551164,"kandasamy, narayanan",kandasamy narayanan
11961,21551164,"fugazzola, laura",fugazzola laura
11961,21551164,"evans, mark",evans mark
11961,21551164,"chatterjee, krishna",chatterjee krishna
11961,21551164,"karet, fiona",karet fiona
11962,22365397,"sui, hai xia",sui hai xia
11962,22365397,"li, jian wen",li jian wen
11962,22365397,"mao, wei feng",mao wei feng
11962,22365397,"zhu, jiang hui",zhu jiang hui
11962,22365397,"he, yu na",he yu na
11962,22365397,"song, xiao yu",song xiao yu
11962,22365397,"ma, ning",ma ning
11962,22365397,"zhang, lei",zhang lei
11962,22365397,"liu, sa na",liu sa na
11962,22365397,"liu, zhao ping",liu zhao ping
11962,22365397,"li, feng qin",li feng qin
11963,21463819,"feliciano, david v",feliciano david v
11963,21463819,"lyons, john d",lyons john d
11964,20503011,"brueck, martin",brueck martin
11964,20503011,"druehe, albert",druehe albert
11965,21205406,"hilty, florentine m",hilty florentine m
11965,21205406,"zimmermann, michael b",zimmermann michael b
11966,22005150,"barczyński, marcin",barczyński marcin
11966,22005150,"konturek, aleksander",konturek aleksander
11966,22005150,"stopa, małgorzata",stopa małgorzata
11966,22005150,"cichoń, stanisław",cichoń stanisław
11966,22005150,"richter, piotr",richter piotr
11966,22005150,"nowak, wojciech",nowak wojciech
11967,20393249,"pradeep, p v",pradeep p v
11967,20393249,"kumar, r",kumar r
11967,20393249,"ragavan, m",ragavan m
11967,20393249,"ramakrishna, b a",ramakrishna b a
11968,20382094,"arena ansótegui, j",arena ansótegui j
11968,20382094,"ares segura, s",ares segura s
11969,21357288,"carlé, allan",carlé allan
11969,21357288,"pedersen, inge bülow",pedersen inge bülow
11969,21357288,"knudsen, nils",knudsen nils
11969,21357288,"perrild, hans",perrild hans
11969,21357288,"ovesen, lars",ovesen lars
11969,21357288,"rasmussen, lone banke",rasmussen lone banke
11969,21357288,"laurberg, peter",laurberg peter
11970,21175104,"holt, karen",holt karen
11971,21045265,"hadj-kacem, hassen",hadj-kacem hassen
11971,21045265,"kallel, rihab",kallel rihab
11971,21045265,"belguith-maalej, salima",belguith-maalej salima
11971,21045265,"mnif, mouna",mnif mouna
11971,21045265,"charfeddine, ilhem",charfeddine ilhem
11971,21045265,"ghorbel, abdelmounem",ghorbel abdelmounem
11971,21045265,"abid, mohamed",abid mohamed
11971,21045265,"ayadi, hammadi",ayadi hammadi
11971,21045265,"masmoudi, saber",masmoudi saber
11972,20730856,"sitges-serra, a",sitges-serra a
11972,20730856,"ruiz, s",ruiz s
11972,20730856,"girvent, m",girvent m
11972,20730856,"manjón, h",manjón h
11972,20730856,"dueñas, j p",dueñas j p
11972,20730856,"sancho, j j",sancho j j
11973,20525902,"mciver, bryan",mciver bryan
11973,20525902,"fatourechi, mitra m",fatourechi mitra m
11973,20525902,"hay, ian d",hay ian d
11973,20525902,"fatourechi, vahab",fatourechi vahab
11974,22322651,"aydin, l y",aydin l y
11974,22322651,"aydin, y",aydin y
11974,22322651,"besir, f h",besir f h
11974,22322651,"demirin, h",demirin h
11974,22322651,"yildirim, h",yildirim h
11974,22322651,"önder, e",önder e
11974,22322651,"dumlu, t",dumlu t
11974,22322651,"celbek, g",celbek g
11975,21450708,"findlay, j m",findlay j m
11975,21450708,"sadler, g p",sadler g p
11975,21450708,"bridge, h",bridge h
11975,21450708,"mihai, r",mihai r
11976,21531122,"hänscheid, heribert",hänscheid heribert
11976,21531122,"lassmann, michael",lassmann michael
11976,21531122,"reiners, christoph",reiners christoph
11977,20712251,"mojsak, małgorzata natalia",mojsak małgorzata natalia
11977,20712251,"rogowski, franciszek",rogowski franciszek
11978,20828740,"zhang, xiaoqing",zhang xiaoqing
11978,20828740,"xu, yizhuang",xu yizhuang
11978,20828740,"zhang, yuanfu",zhang yuanfu
11978,20828740,"wang, lixin",wang lixin
11978,20828740,"hou, chunsheng",hou chunsheng
11978,20828740,"zhou, xiaosi",zhou xiaosi
11978,20828740,"ling, xiaofeng",ling xiaofeng
11978,20828740,"xu, zhi",xu zhi
11979,20443346,"paschke, ralf",paschke ralf
11980,20514800,"tierney, emily p",tierney emily p
11980,20514800,"hamzavi, iltefat",hamzavi iltefat
11981,21205773,"slater, stefan",slater stefan
11982,20532675,"gessl, alois",gessl alois
11982,20532675,"raber, wolfgang",raber wolfgang
11982,20532675,"staudenherz, anton",staudenherz anton
11982,20532675,"becherer, alexander",becherer alexander
11982,20532675,"koperek, oskar",koperek oskar
11982,20532675,"hofmann, andrea",hofmann andrea
11983,20936521,"fiorentino, eugenio",fiorentino eugenio
11983,20936521,"cipolla, calogero",cipolla calogero
11983,20936521,"graceffa, giuseppa",graceffa giuseppa
11983,20936521,"cusimano, alessia",cusimano alessia
11983,20936521,"cupido, francesco",cupido francesco
11983,20936521,"lo re, giuseppe",lo re giuseppe
11983,20936521,"matranga, domenica",matranga domenica
11983,20936521,"latteri, mario adelfio",latteri mario adelfio
11984,21821648,"wallis, sebastian p",wallis sebastian p
11984,21821648,"mistry, dipan",mistry dipan
11984,21821648,"coatesworth, andrew p",coatesworth andrew p
11984,21821648,"porte, michael",porte michael
11985,20857789,"edino, s t",edino s t
11985,20857789,"mohammed, a z",mohammed a z
11985,20857789,"ochicha, o",ochicha o
11985,20857789,"malami, s a",malami s a
11985,20857789,"yakubu, a a",yakubu a a
11986,20130863,"barczyński, marcin",barczyński marcin
11986,20130863,"konturek, aleksander",konturek aleksander
11986,20130863,"gołkowski, filip",gołkowski filip
11986,20130863,"hubalewska-dydejczyk, alicja",hubalewska-dydejczyk alicja
11986,20130863,"cichoń, stanisław",cichoń stanisław
11986,20130863,"nowak, wojciech",nowak wojciech
11987,21441891,"ferraro, f",ferraro f
11987,21441891,"di lorenzo, a",di lorenzo a
11987,21441891,"lettieri, b",lettieri b
11987,21441891,"chiefari, m",chiefari m
11988,22322539,"martino, e",martino e
11989,20656672,"langmár, zoltán",langmár zoltán
11990,21502800,"martino, e",martino e
11991,22111160,"rüthemann, jens",rüthemann jens
11992,20226438,"tekin, koray",tekin koray
11992,20226438,"yilmaz, sevda",yilmaz sevda
11992,20226438,"yalçin, nagihan",yalçin nagihan
11992,20226438,"coban, sermin",coban sermin
11992,20226438,"aydin, cağatay",aydin cağatay
11992,20226438,"kabay, burhan",kabay burhan
11992,20226438,"erdem, ergun",erdem ergun
11992,20226438,"ozbaş, serdar",ozbaş serdar
11992,20226438,"ozden, akin",ozden akin
11993,20581768,"vaiman, michael",vaiman michael
11993,20581768,"olevson, youlian",olevson youlian
11993,20581768,"habler, liliana",habler liliana
11993,20581768,"kessler, alex",kessler alex
11993,20581768,"zehavi, sergei",zehavi sergei
11993,20581768,"sandbank, judith",sandbank judith
11994,21834683,"esnault, olivier",esnault olivier
11994,21834683,"franc, brigitte",franc brigitte
11994,21834683,"ménégaux, fabrice",ménégaux fabrice
11994,21834683,"rouxel, agnès",rouxel agnès
11994,21834683,"de kerviler, eric",de kerviler eric
11994,21834683,"bourrier, pierre",bourrier pierre
11994,21834683,"lacoste, françois",lacoste françois
11994,21834683,"chapelon, jean-yves",chapelon jean-yves
11994,21834683,"leenhardt, laurence",leenhardt laurence
11995,21121144,"jandousová, e",jandousová e
11995,21121144,"gladis, p",gladis p
11995,21121144,"stetka, p",stetka p
11995,21121144,"krpenský, a",krpenský a
11995,21121144,"korsa, m",korsa m
11996,20870208,"rausei, stefano",rausei stefano
11996,20870208,"dionigi, gianlorenzo",dionigi gianlorenzo
11996,20870208,"frattini, francesco",frattini francesco
11996,20870208,"castano, patrizia",castano patrizia
11996,20870208,"leotta, andrea",leotta andrea
11996,20870208,"rovera, francesca",rovera francesca
11996,20870208,"boni, luigi",boni luigi
11996,20870208,"bartalena, luigi",bartalena luigi
11996,20870208,"dionigi, renzo",dionigi renzo
11997,22166479,"banasiewicz, tomasz",banasiewicz tomasz
11997,22166479,"meissner, wiktor",meissner wiktor
11997,22166479,"pyda, przemysław",pyda przemysław
11997,22166479,"wierzbicki, tomasz",wierzbicki tomasz
11997,22166479,"biczysko, maciej",biczysko maciej
11997,22166479,"głyda, michał",głyda michał
11997,22166479,"iwanik, katarzyna",iwanik katarzyna
11997,22166479,"drews, michał",drews michał
11998,21523497,"akbulut, sami",akbulut sami
11998,21523497,"sogutcu, nilgun",sogutcu nilgun
11998,21523497,"arikanoglu, zulfu",arikanoglu zulfu
11998,21523497,"bakir, sule",bakir sule
11998,21523497,"ulku, abdullah",ulku abdullah
11998,21523497,"yagmur, yusuf",yagmur yusuf
11999,22234179,"martino, e",martino e
12000,21654309,"berber, eren",berber eren
12000,21654309,"siperstein, allan",siperstein allan
12001,20714974,"wienke, a",wienke a
12001,20714974,"mündnich, a",mündnich a
12002,21614761,"bürgi, hans",bürgi hans
12003,21844185,"read, martin l",read martin l
12003,21844185,"lewy, greg d",lewy greg d
12003,21844185,"fong, jim c w",fong jim c w
12003,21844185,"sharma, neil",sharma neil
12003,21844185,"seed, robert i",seed robert i
12003,21844185,"smith, vicki e",smith vicki e
12003,21844185,"gentilin, erica",gentilin erica
12003,21844185,"warfield, adrian",warfield adrian
12003,21844185,"eggo, margaret c",eggo margaret c
12003,21844185,"knauf, jeffrey a",knauf jeffrey a
12003,21844185,"leadbeater, wendy e",leadbeater wendy e
12003,21844185,"watkinson, john c",watkinson john c
12003,21844185,"franklyn, jayne a",franklyn jayne a
12003,21844185,"boelaert, kristien",boelaert kristien
12003,21844185,"mccabe, christopher j",mccabe christopher j
12004,21175612,"bonnema, steen j",bonnema steen j
12004,21175612,"grupe, peter",grupe peter
12004,21175612,"boel-jørgensen, henrik",boel-jørgensen henrik
12004,21175612,"brix, thomas h",brix thomas h
12004,21175612,"hegedüs, laszlo",hegedüs laszlo
12005,20464692,"slahor, l",slahor l
12005,20464692,"stettler, c",stettler c
12005,20464692,"christ, e r",christ e r
12006,22783638,"lubin, ernesto",lubin ernesto
12007,21928414,"raffaelli, marco",raffaelli marco
12007,21928414,"de crea, carmela",de crea carmela
12007,21928414,"ronti, simona",ronti simona
12007,21928414,"bellantone, rocco",bellantone rocco
12007,21928414,"lombardi, celestino p",lombardi celestino p
12008,22216815,"matuszek, beata",matuszek beata
12008,22216815,"zakościelna, katarzyna",zakościelna katarzyna
12008,22216815,"baszak-radomańska, ewa",baszak-radomańska ewa
12008,22216815,"pyzik, aleksandra",pyzik aleksandra
12008,22216815,"nowakowski, andrzej",nowakowski andrzej
12009,21875464,"wang, wei",wang wei
12009,21875464,"li, xiang-hong",li xiang-hong
12009,21875464,"zhang, yin-hui",zhang yin-hui
12009,21875464,"li, jing",li jing
12009,21875464,"chen, jue",chen jue
12009,21875464,"zhao, pan",zhao pan
12009,21875464,"li, qiao-yun",li qiao-yun
12009,21875464,"xiang, jing-jing",xiang jing-jing
12009,21875464,"li, xiao",li xiao
12009,21875464,"xu, ru-jun",xu ru-jun
12010,20972728,"chiesa, ana",chiesa ana
12010,20972728,"rivolta, carina m",rivolta carina m
12010,20972728,"targovnik, héctor m",targovnik héctor m
12010,20972728,"gruñeiro-papendieck, laura",gruñeiro-papendieck laura
12011,20960000,"moreno-reyes, rodrigo",moreno-reyes rodrigo
12011,20960000,"carpentier, yvon a",carpentier yvon a
12011,20960000,"macours, pascale",macours pascale
12011,20960000,"gulbis, beatrice",gulbis beatrice
12011,20960000,"corvilain, bernard",corvilain bernard
12011,20960000,"glinoer, daniel",glinoer daniel
12011,20960000,"goldman, serge",goldman serge
12012,21245580,"pandav, chandrakant s",pandav chandrakant s
12012,21245580,"krishnamurthy, p",krishnamurthy p
12012,21245580,"sankar, r",sankar r
12012,21245580,"yadav, kapil",yadav kapil
12012,21245580,"palanivel, c",palanivel c
12012,21245580,"karmarkar, m g",karmarkar m g
12013,20683172,"cesareo, roberto",cesareo roberto
12013,20683172,"iozzino, mario",iozzino mario
12013,20683172,"isgrò, maria antonietta",isgrò maria antonietta
12013,20683172,"annunziata, francesca",annunziata francesca
12013,20683172,"di stasio, enrico",di stasio enrico
12014,20587907,"pujani, m",pujani m
12014,20587907,"arora, b",arora b
12014,20587907,"singh, s k",singh s k
12014,20587907,"tejwani, n",tejwani n
12015,21676525,"kuo, chun-lin",kuo chun-lin
12015,21676525,"chiu, yu-hui",chiu yu-hui
12015,21676525,"how, chorng-kuang",how chorng-kuang
12015,21676525,"wang, jen-bin",wang jen-bin
12015,21676525,"kao, hua-ling",kao hua-ling
12015,21676525,"lam, carlos",lam carlos
12015,21676525,"chen, ray-jade",chen ray-jade
12016,21493249,"pradeep, p v",pradeep p v
12016,21493249,"jayashree, b",jayashree b
12017,20445176,"nebesio, todd d",nebesio todd d
12017,20445176,"eugster, erica a",eugster erica a
12018,20151829,"kreisner, edmundo",kreisner edmundo
12018,20151829,"lutzky, mauricio",lutzky mauricio
12018,20151829,"gross, jorge l",gross jorge l
12019,21376189,"scholz, stefan",scholz stefan
12019,21376189,"smith, jessica r",smith jessica r
12019,21376189,"chaignaud, beverly",chaignaud beverly
12019,21376189,"shamberger, robert c",shamberger robert c
12019,21376189,"huang, stephen a",huang stephen a
12020,21378518,"rajabi, mohammad taher",rajabi mohammad taher
12020,21378518,"tabatabaie, syed ziaeddin",tabatabaie syed ziaeddin
12020,21378518,"rajabi, mohammad bagher",rajabi mohammad bagher
12021,21321427,"das, sambit",das sambit
12021,21321427,"bhansali, anil",bhansali anil
12021,21321427,"dutta, pinaki",dutta pinaki
12021,21321427,"aggarwal, arun",aggarwal arun
12021,21321427,"bansal, m p",bansal m p
12021,21321427,"garg, dinesh",garg dinesh
12021,21321427,"ravikiran, muthuswamy",ravikiran muthuswamy
12021,21321427,"walia, rama",walia rama
12021,21321427,"upreti, vimal",upreti vimal
12021,21321427,"ramakrishnan, santosh",ramakrishnan santosh
12021,21321427,"sachdeva, naresh",sachdeva naresh
12021,21321427,"bhadada, sanjay k",bhadada sanjay k
12022,20205101,"bałdys-waligórska, agata",bałdys-waligórska agata
12022,20205101,"krzentowska, anna",krzentowska anna
12022,20205101,"gołkowski, filip",gołkowski filip
12022,20205101,"sokołowski, grzegorz",sokołowski grzegorz
12022,20205101,"hubalewska-dydejczyk, alicja",hubalewska-dydejczyk alicja
12023,20560376,"suzuki, maya",suzuki maya
12023,20560376,"mizuno, ju",mizuno ju
12023,20560376,"harashima, toshiya",harashima toshiya
12023,20560376,"ichinokawa, yoshimi",ichinokawa yoshimi
12023,20560376,"morita, shigeho",morita shigeho
12024,22081525,"muddegowda, prakash h",muddegowda prakash h
12024,22081525,"lingegowda, jyothi",lingegowda jyothi
12024,22081525,"natesan, rajesh",natesan rajesh
12024,22081525,"kurpad, ramkumar",kurpad ramkumar
12025,22379759,"ghai, a",ghai a
12025,22379759,"hooda, s",hooda s
12025,22379759,"wadherra, r",wadherra r
12025,22379759,"garg, n",garg n
12026,20411676,"hashemipour, mahin",hashemipour mahin
12026,20411676,"soheilipour, fahimeh",soheilipour fahimeh
12026,20411676,"keshteli, ammar hassanzadeh",keshteli ammar hassanzadeh
12026,20411676,"siavash, mansour",siavash mansour
12026,20411676,"amini, masoud",amini masoud
12026,20411676,"kelishadi, roya",kelishadi roya
12027,21565972,"fiore, e",fiore e
12027,21565972,"rago, t",rago t
12027,21565972,"latrofa, f",latrofa f
12027,21565972,"provenzale, m a",provenzale m a
12027,21565972,"piaggi, p",piaggi p
12027,21565972,"delitala, a",delitala a
12027,21565972,"scutari, m",scutari m
12027,21565972,"basolo, f",basolo f
12027,21565972,"di coscio, g",di coscio g
12027,21565972,"grasso, l",grasso l
12027,21565972,"pinchera, a",pinchera a
12027,21565972,"vitti, p",vitti p
12028,21505891,"ho, tsung-ying",ho tsung-ying
12028,21505891,"liou, miaw-jene",liou miaw-jene
12028,21505891,"lin, kun-ju",lin kun-ju
12028,21505891,"yen, tzu-chen",yen tzu-chen
12029,21719262,"eschner, wolfgang",eschner wolfgang
12029,21719262,"kobe, carsten",kobe carsten
12029,21719262,"schicha, harald",schicha harald
12030,20432751,"moslavac, sandra",moslavac sandra
12030,20432751,"matesa, neven",matesa neven
12030,20432751,"kusić, zvonko",kusić zvonko
12031,21494802,"schrut, gianna carla alberti",schrut gianna carla alberti
12031,21494802,"miasaki, fabíola yukiko",miasaki fabíola yukiko
12031,21494802,"paz-filho, gilberto",paz-filho gilberto
12031,21494802,"cavalcanti, teresa cristina santos",cavalcanti teresa cristina santos
12031,21494802,"graf, hans",graf hans
12031,21494802,"de carvalho, gisah amaral",de carvalho gisah amaral
12032,21314205,"akgul, o",akgul o
12032,21314205,"ocak, s",ocak s
12032,21314205,"keskek, m",keskek m
12032,21314205,"koc, m",koc m
12032,21314205,"tez, m",tez m
12033,21943165,"liu, yu-huei",liu yu-huei
12033,21943165,"wan, lei",wan lei
12033,21943165,"chang, chwen-tzuei",chang chwen-tzuei
12033,21943165,"liao, wen-ling",liao wen-ling
12033,21943165,"chen, wen-chi",chen wen-chi
12033,21943165,"tsai, yuhsin",tsai yuhsin
12033,21943165,"tsai, chang-hai",tsai chang-hai
12033,21943165,"tsai, fuu-jen",tsai fuu-jen
12034,22169547,"chen, jie",chen jie
12034,22169547,"yu, jian-jun",yu jian-jun
12034,22169547,"wei, wei",wei wei
12034,22169547,"li, zan",li zan
12034,22169547,"huang, wen-xiao",huang wen-xiao
12034,22169547,"bao, rong-hua",bao rong-hua
12034,22169547,"xie, li",xie li
12034,22169547,"li, jin-yun",li jin-yun
12034,22169547,"zhang, hai-lin",zhang hai-lin
12035,21294325,"jukić, tomislav",jukić tomislav
12035,21294325,"stanicić, josip",stanicić josip
12035,21294325,"petric, vlado",petric vlado
12035,21294325,"kusić, zvonko",kusić zvonko
12036,20685885,"bernet, victor",bernet victor
12037,19536761,"davidson, bruce j",davidson bruce j
12037,19536761,"guardiani, elizabeth",guardiani elizabeth
12037,19536761,"wang, andrea",wang andrea
12038,21246638,"melo, daniel hardy",melo daniel hardy
12038,21246638,"mamede, rui celso martins",mamede rui celso martins
12038,21246638,"neder, luciano",neder luciano
12038,21246638,"saggioro, fabiano pinto",saggioro fabiano pinto
12038,21246638,"figueiredo, david livingstone alves",figueiredo david livingstone alves
12038,21246638,"da silva, wilson araújo jr",da silva wilson araújo jr
12038,21246638,"jungbluth, achim a",jungbluth achim a
12038,21246638,"zago, marco antônio",zago marco antônio
12039,20799593,"rezvanfar, m r",rezvanfar m r
12039,20799593,"farahany, h",farahany h
12039,20799593,"rafiee, m",rafiee m
12039,20799593,"eshratee, b",eshratee b
12040,20078507,"marqués, l",marqués l
12040,20078507,"domingo, d",domingo d
12040,20078507,"maravall, f j",maravall f j
12040,20078507,"clotet, j",clotet j
12041,20675885,"kabasawa, chiaki",kabasawa chiaki
12041,20675885,"maruyama, kenji",maruyama kenji
12041,20675885,"kobayashi, masaki",kobayashi masaki
12041,20675885,"shimizu, yuko",shimizu yuko
12041,20675885,"iwata, makoto",iwata makoto
12041,20675885,"uchiyama, shinichiro",uchiyama shinichiro
12042,20622255,"boullin, julian p",boullin julian p
12042,20622255,"skene, anthony",skene anthony
12042,20622255,"rozkovec, adrian",rozkovec adrian
12043,21745110,"rhee, soo s",rhee soo s
12043,21745110,"braverman, lewis e",braverman lewis e
12043,21745110,"pino, sam",pino sam
12043,21745110,"he, xuemei",he xuemei
12043,21745110,"pearce, elizabeth n",pearce elizabeth n
12044,21556738,"eroz, recep",eroz recep
12044,21556738,"cucer, nurhan",cucer nurhan
12044,21556738,"karaca, zuleyha",karaca zuleyha
12044,21556738,"unluhizarci, kursad",unluhizarci kursad
12044,21556738,"ozturk, figen",ozturk figen
12045,21704276,"chen, neng",chen neng
12045,21704276,"tranebjærg, lisbeth",tranebjærg lisbeth
12045,21704276,"rendtorff, nanna dahl",rendtorff nanna dahl
12045,21704276,"schrijver, iris",schrijver iris
12046,21381580,"khan, mohammad nasir ayub",khan mohammad nasir ayub
12046,21381580,"rabbani, mohammad zafar",rabbani mohammad zafar
12046,21381580,"qureshi, rashid",qureshi rashid
12046,21381580,"zubair, muhammad",zubair muhammad
12046,21381580,"zafar, muhammad jawad",zafar muhammad jawad
12047,21346923,"medani, abdel monim m h",medani abdel monim m h
12047,21346923,"elnour, abdelsalam a",elnour abdelsalam a
12047,21346923,"saeed, amal m",saeed amal m
12048,20628263,"pedro, ana beatriz b",pedro ana beatriz b
12048,20628263,"romaldini, joão h",romaldini joão h
12048,20628263,"takei, kyoko",takei kyoko
12049,21910915,"hardoy, maria carolina",hardoy maria carolina
12049,21910915,"cadeddu, mariangela",cadeddu mariangela
12049,21910915,"serra, alessandra",serra alessandra
12049,21910915,"moro, maria francesca",moro maria francesca
12049,21910915,"mura, gioia",mura gioia
12049,21910915,"mellino, gisa",mellino gisa
12049,21910915,"bhat, krishna m",bhat krishna m
12049,21910915,"altoé, gianmarco",altoé gianmarco
12049,21910915,"usai, paolo",usai paolo
12049,21910915,"piga, mario",piga mario
12049,21910915,"carta, mauro g",carta mauro g
12050,22142572,"villadsen, mette jegstrup",villadsen mette jegstrup
12050,22142572,"sørensen, christian hjort",sørensen christian hjort
12050,22142572,"godballe, christian",godballe christian
12050,22142572,"nygaard, birte",nygaard birte
12051,22024984,"ben-skowronek, iwona",ben-skowronek iwona
12051,22024984,"szewczyk, leszek",szewczyk leszek
12051,22024984,"ciechanek, roman",ciechanek roman
12051,22024984,"korobowicz, elzbieta",korobowicz elzbieta
12052,21822754,"lee, corina",lee corina
12052,21822754,"cooper, richard m",cooper richard m
12052,21822754,"goldstein, david",goldstein david
12053,20359380,"henjum, sigrun",henjum sigrun
12053,20359380,"barikmo, ingrid",barikmo ingrid
12053,20359380,"gjerlaug, anne karine",gjerlaug anne karine
12053,20359380,"mohamed-lehabib, abderraháman",mohamed-lehabib abderraháman
