nct_id,category_age
NCT04327999,[65 and more]
NCT04332770,[18-65]
NCT04336696,[18-65]
NCT04339478,[18-65]
NCT04339478,[65 and more]
NCT04346901,[18-65]
NCT04354324,[0-17]
NCT04354324,[18-65]
NCT04354324,[65 and more]
NCT04372225,[0-17]
NCT04372225,[18-65]
NCT04372225,[65 and more]
NCT04391244,[18-65]
NCT04391244,[65 and more]
NCT04400474,[18-65]
NCT04400474,[65 and more]
NCT04420689,[18-65]
NCT04420689,[65 and more]
NCT04420754,[18-65]
NCT04420754,[65 and more]
NCT04425512,[18-65]
NCT04425512,[65 and more]
NCT04447183,[18-65]
NCT04447183,[65 and more]
NCT04459273,[18-65]
NCT04459273,[65 and more]
NCT04462471,[18-65]
NCT04462471,[65 and more]
NCT04472988,[18-65]
NCT04481893,[18-65]
NCT04481893,[65 and more]
NCT04485975,[18-65]
NCT04485975,[65 and more]
NCT04495985,[18-65]
NCT04495985,[65 and more]
NCT04500925,[18-65]
NCT04521348,[18-65]
NCT04521348,[65 and more]
NCT04522570,[18-65]
NCT04522570,[65 and more]
NCT04524884,[18-65]
NCT04524884,[65 and more]
NCT04528225,[18-65]
NCT04528225,[65 and more]
NCT04544111,[18-65]
NCT04544111,[65 and more]
NCT04551170,[0-17]
NCT04552769,[18-65]
NCT04552769,[65 and more]
NCT04554680,[18-65]
NCT04554680,[65 and more]
NCT04560426,[18-65]
NCT04563780,[0-17]
NCT04563780,[18-65]
NCT04563780,[65 and more]
NCT04569513,[18-65]
NCT04569513,[65 and more]
NCT04574817,[18-65]
NCT04574817,[65 and more]
NCT04579757,[18-65]
NCT04579757,[65 and more]
NCT04589624,[18-65]
NCT04589624,[65 and more]
NCT04589884,[18-65]
NCT04589884,[65 and more]
NCT04594720,[18-65]
NCT04594720,[65 and more]
NCT04600349,[18-65]
NCT04612894,[0-17]
NCT04612894,[18-65]
NCT04612894,[65 and more]
NCT04613323,[18-65]
NCT04613323,[65 and more]
NCT04619316,[18-65]
NCT04619316,[65 and more]
NCT04623801,[18-65]
NCT04623801,[65 and more]
NCT04624477,[18-65]
NCT04624477,[65 and more]
NCT04644315,[18-65]
NCT04644315,[65 and more]
NCT04648722,[18-65]
NCT04648722,[65 and more]
NCT04664413,[18-65]
NCT04664413,[65 and more]
NCT04675710,[18-65]
NCT04675710,[65 and more]
NCT04693377,[18-65]
NCT04693377,[65 and more]
NCT04693936,[18-65]
NCT04701203,[18-65]
NCT04701203,[65 and more]
NCT04704349,[18-65]
NCT04704349,[65 and more]
NCT04706962,[18-65]
NCT04706962,[65 and more]
NCT04712760,[0-17]
NCT04712760,[18-65]
NCT04731467,[18-65]
NCT04731467,[65 and more]
NCT04734457,[0-17]
NCT04734457,[18-65]
NCT04734457,[65 and more]
NCT04739566,[18-65]
NCT04739566,[65 and more]
NCT04742608,[18-65]
NCT04742608,[65 and more]
NCT04742959,[18-65]
NCT04742959,[65 and more]
NCT04745793,[18-65]
NCT04745793,[65 and more]
NCT04747275,[0-17]
NCT04752202,[18-65]
NCT04752202,[65 and more]
NCT04754607,[18-65]
NCT04754607,[65 and more]
NCT04759911,[0-17]
NCT04759911,[18-65]
NCT04759911,[65 and more]
NCT04760171,[18-65]
NCT04760171,[65 and more]
NCT04760288,[0-17]
NCT04760288,[18-65]
NCT04760288,[65 and more]
NCT04778865,[18-65]
NCT04784208,[18-65]
NCT04784208,[65 and more]
NCT04787328,[18-65]
NCT04787328,[65 and more]
NCT04795947,[18-65]
NCT04795947,[65 and more]
NCT04802876,[18-65]
NCT04802876,[65 and more]
NCT04806269,[18-65]
NCT04821336,[18-65]
NCT04821336,[65 and more]
NCT04825964,[18-65]
NCT04825964,[65 and more]
NCT04831957,[65 and more]
NCT04853680,[18-65]
NCT04853680,[65 and more]
NCT04857086,[0-17]
NCT04857086,[18-65]
NCT04857086,[65 and more]
NCT04858867,[18-65]
NCT04858867,[65 and more]
NCT04860622,[18-65]
NCT04868045,[18-65]
NCT04868045,[65 and more]
NCT04876287,[18-65]
NCT04876287,[65 and more]
NCT04877665,[0-17]
NCT04877665,[18-65]
NCT04878614,[18-65]
NCT04878614,[65 and more]
NCT04880798,[18-65]
NCT04880798,[65 and more]
NCT04892303,[18-65]
NCT04892303,[65 and more]
NCT04904159,[18-65]
NCT04904159,[65 and more]
NCT04922801,[18-65]
NCT04922801,[65 and more]
NCT04931576,[18-65]
NCT04940052,[18-65]
NCT04940052,[65 and more]
NCT04946123,[18-65]
NCT04946123,[65 and more]
NCT04948437,[18-65]
NCT04948437,[65 and more]
NCT04952012,[18-65]
NCT04952493,[18-65]
NCT04952493,[65 and more]
NCT04964284,[18-65]
NCT04964284,[65 and more]
NCT04970134,[18-65]
NCT04970134,[65 and more]
NCT04971473,[18-65]
NCT04971473,[65 and more]
NCT05003856,[18-65]
NCT05003856,[65 and more]
NCT05014698,[0-17]
NCT05014698,[18-65]
NCT05014698,[65 and more]
NCT05015725,[18-65]
NCT05015725,[65 and more]
NCT05022667,[18-65]
NCT05022667,[65 and more]
NCT05024929,[0-17]
NCT05024929,[18-65]
NCT05025046,[18-65]
NCT05025046,[65 and more]
NCT05033496,[0-17]
NCT05033496,[18-65]
NCT05043584,[18-65]
NCT05043584,[65 and more]
NCT05049551,[18-65]
NCT05049551,[65 and more]
NCT05052359,[18-65]
NCT05052359,[65 and more]
NCT05054634,[18-65]
NCT05054634,[65 and more]
NCT05077865,[18-65]
NCT05077865,[65 and more]
NCT05078853,[18-65]
NCT05078853,[65 and more]
NCT05088187,[18-65]
NCT05088187,[65 and more]
NCT05102292,[18-65]
NCT05102292,[65 and more]
NCT05103956,[18-65]
NCT05103956,[65 and more]
NCT05114980,[18-65]
NCT05114980,[65 and more]
NCT05124938,[0-17]
NCT05124938,[18-65]
NCT05124938,[65 and more]
NCT05132205,[18-65]
NCT05132205,[65 and more]
NCT05132478,[18-65]
NCT05132478,[65 and more]
NCT05143918,[18-65]
NCT05152927,[18-65]
NCT05152927,[65 and more]
NCT05172921,[18-65]
NCT05172921,[65 and more]
NCT05175404,[18-65]
NCT05175404,[65 and more]
NCT05178186,[18-65]
NCT05178186,[65 and more]
NCT05182931,[18-65]
NCT05182931,[65 and more]
NCT05191927,[0-17]
NCT05191927,[18-65]
NCT05191927,[65 and more]
NCT05218395,[18-65]
NCT05218395,[65 and more]
NCT05228184,[0-17]
NCT05240911,[18-65]
NCT05240911,[65 and more]
NCT05241834,[0-17]
NCT05241834,[18-65]
NCT05241834,[65 and more]
NCT05243979,[18-65]
NCT05243979,[65 and more]
NCT05247476,[18-65]
NCT05247476,[65 and more]
NCT05252884,[18-65]
NCT05252884,[65 and more]
NCT05260255,[18-65]
NCT05260255,[65 and more]
NCT05263141,[18-65]
NCT05263141,[65 and more]
NCT05265819,[18-65]
NCT05270798,[18-65]
NCT05270798,[65 and more]
NCT05275374,[18-65]
NCT05275374,[65 and more]
NCT05275946,[0-17]
NCT05275946,[18-65]
NCT05278364,[18-65]
NCT05278364,[65 and more]
NCT05294393,[18-65]
NCT05294393,[65 and more]
NCT05314790,[18-65]
NCT05314790,[65 and more]
NCT05323669,[18-65]
NCT05323669,[65 and more]
NCT05328076,[18-65]
NCT05328076,[65 and more]
NCT05334069,[18-65]
NCT05334069,[65 and more]
NCT05334771,[18-65]
NCT05346419,[18-65]
NCT05346419,[65 and more]
NCT05355701,[0-17]
NCT05355701,[18-65]
NCT05355701,[65 and more]
NCT05371262,[0-17]
NCT05371262,[18-65]
NCT05385029,[0-17]
NCT05385029,[18-65]
NCT05385029,[65 and more]
NCT05387070,[18-65]
NCT05387070,[65 and more]
NCT05391945,[18-65]
NCT05391945,[65 and more]
NCT05395429,[0-17]
NCT05395429,[18-65]
NCT05395429,[65 and more]
NCT05399953,[18-65]
NCT05399953,[65 and more]
NCT02868476,[18-65]
NCT02868476,[65 and more]
NCT03191188,[18-65]
NCT03191188,[65 and more]
NCT03369405,[18-65]
NCT03369405,[65 and more]
NCT03414021,[18-65]
NCT03414021,[65 and more]
NCT04279184,[18-65]
NCT04279184,[65 and more]
NCT04351945,[18-65]
NCT04351945,[65 and more]
NCT04427904,[18-65]
NCT04427904,[65 and more]
NCT04471597,[18-65]
NCT04542278,[18-65]
NCT04542278,[65 and more]
NCT04794257,[18-65]
NCT04794257,[65 and more]
NCT04842942,[18-65]
NCT04842942,[65 and more]
NCT04943146,[18-65]
NCT05036525,[18-65]
NCT05036525,[65 and more]
